start_time,end_time,category,selected_image,jitter_var,correct,target,distractor
492.164,492.98,4,2,"[(1.02, -5), (1.0, 0), (1.1, 5), (0.92, 5)]",False,img2,img8
494.553,495.673,5,2,"[(1.05, 5), (0.96, 10), (0.93, -10), (0.99, -5)]",True,img4,img2
496.226,497.143,1,2,"[(1.07, -10), (0.92, 0), (0.96, 0), (1.09, 0)]",False,img5,img8
498.696,499.271,5,0,"[(0.96, -10), (1.02, 10), (1.1, -5), (0.96, -5)]",True,img3,img8
499.821,500.694,4,3,"[(0.99, 10), (1.05, -10), (1.05, 0), (0.96, -10)]",True,img8,img4
501.24,502.018,1,1,"[(1.02, 0), (0.97, -10), (1.01, 10), (1.08, 5)]",True,img7,img4
503.979,504.825,1,3,"[(1.01, -5), (1.0, -5), (1.04, -10), (0.95, 0)]",False,img2,img1
506.388,506.962,2,3,"[(1.1, -10), (1.0, -10), (1.05, -10), (1.02, 0)]",True,img2,img10
507.516,508.36,1,1,"[(1.02, 5), (0.92, 0), (1.04, 5), (1.08, 0)]",False,img10,img5
509.946,510.727,1,3,"[(1.01, -10), (0.9, 5), (0.94, 10), (1.09, -5)]",False,img3,img8
513.542,514.195,4,2,"[(0.99, 5), (0.93, -10), (0.94, -5), (0.96, 0)]",True,img1,img9
514.742,515.366,5,1,"[(1.1, 10), (0.97, 10), (1.02, 10), (1.04, 0)]",True,img2,img3
515.912,516.666,1,0,"[(0.99, -10), (1.06, 0), (1.06, 10), (1.08, 0)]",True,img4,img3
517.212,517.734,2,0,"[(1.01, 5), (1.04, -10), (0.93, 10), (1.02, 5)]",True,img3,img9
518.291,518.901,4,1,"[(0.91, -5), (0.95, 10), (1.03, -5), (1.06, 5)]",True,img8,img9
520.718,521.342,4,1,"[(1.08, -5), (0.95, 0), (0.99, 0), (0.98, 0)]",False,img3,img4
522.888,523.439,2,1,"[(1.05, 5), (0.94, 10), (1.04, 0), (1.0, 10)]",True,img4,img9
524.003,524.838,2,2,"[(0.97, 5), (1.1, 0), (0.94, -5), (0.92, -10)]",False,img10,img6
526.398,526.912,1,0,"[(1.07, 10), (1.06, -10), (1.03, 0), (0.93, 0)]",True,img5,img3
527.472,528.27,5,2,"[(1.1, 5), (0.99, 5), (0.93, 10), (0.97, 0)]",True,img8,img3
528.833,529.633,5,3,"[(1.1, 5), (1.08, -5), (1.04, -10), (1.08, -5)]",True,img4,img7
530.197,530.893,5,1,"[(1.01, 10), (0.92, 10), (0.96, 0), (1.0, -10)]",False,img8,img1
533.371,534.32,4,3,"[(0.9, 10), (0.99, -5), (0.9, 5), (1.03, 10)]",False,img10,img4
535.882,536.918,2,2,"[(1.03, -5), (0.91, 0), (1.04, 5), (1.02, 10)]",True,img7,img2
537.479,538.171,1,3,"[(1.0, 5), (1.02, 0), (1.08, 5), (0.97, -10)]",True,img10,img4
539.961,540.798,4,3,"[(1.01, 5), (0.96, 5), (1.0, 0), (0.97, -5)]",True,img6,img5
541.361,542.134,1,3,"[(0.98, 0), (1.09, 10), (0.93, 0), (1.0, -10)]",True,img5,img6
543.853,544.53,4,0,"[(0.95, -10), (0.95, 10), (0.98, -5), (1.05, -5)]",True,img6,img7
545.094,546.285,4,3,"[(0.94, 0), (1.03, 10), (0.95, 0), (1.02, 5)]",False,img4,img7
547.834,548.463,4,1,"[(0.99, 5), (1.01, 10), (0.97, -10), (1.06, 5)]",True,img4,img1
549.032,549.836,4,0,"[(1.08, 10), (0.95, 5), (0.92, -10), (0.98, -10)]",False,img2,img4
551.389,551.994,5,3,"[(0.95, -10), (0.99, 5), (0.93, 5), (0.91, 10)]",True,img1,img9
552.545,553.17,4,1,"[(1.09, 10), (1.09, -5), (1.08, -5), (1.09, -10)]",True,img4,img6
553.731,554.372,2,1,"[(1.06, -10), (0.94, 5), (1.02, -10), (0.93, -5)]",False,img10,img5
555.934,556.544,4,3,"[(1.0, 5), (1.07, -10), (1.03, 0), (1.07, 10)]",True,img10,img6
557.106,557.774,2,1,"[(0.99, 5), (0.94, 10), (1.02, 5), (1.04, 0)]",True,img5,img8
558.327,559.035,4,2,"[(0.95, -5), (0.91, -5), (0.96, 10), (1.08, -5)]",True,img7,img9
559.59,560.169,2,1,"[(1.01, -5), (0.95, -10), (1.03, -10), (1.06, 10)]",True,img1,img7
560.72,561.264,5,0,"[(1.01, 10), (1.01, 5), (1.01, 5), (1.1, 10)]",True,img10,img2
561.817,562.295,4,1,"[(1.01, -5), (1.06, 10), (0.94, -10), (0.95, -10)]",False,img9,img2
563.84,564.317,5,0,"[(1.07, 0), (1.09, -5), (1.03, 5), (0.95, 0)]",True,img4,img8
565.533,566.145,4,1,"[(0.92, 10), (1.03, 0), (1.08, -5), (0.99, -10)]",True,img8,img3
566.708,567.373,2,1,"[(0.95, -5), (1.0, -10), (0.91, 5), (0.96, -10)]",True,img5,img9
568.573,569.214,5,0,"[(0.97, 5), (0.96, 0), (0.94, 5), (0.97, -10)]",True,img6,img9
570.972,571.573,1,2,"[(1.02, 10), (1.08, 10), (1.04, 5), (1.01, 10)]",True,img3,img6
572.607,573.202,4,1,"[(1.04, 5), (0.92, 0), (1.05, -5), (0.98, 5)]",True,img10,img1
573.748,574.678,4,3,"[(0.96, 10), (1.06, -10), (1.04, 0), (0.91, 0)]",True,img5,img4
577.208,577.75,2,0,"[(0.99, -5), (0.92, 10), (1.1, -5), (1.05, 0)]",True,img10,img3
578.303,578.895,1,0,"[(0.99, -5), (0.95, 0), (1.0, 10), (0.97, 10)]",True,img9,img1
580.583,581.36,2,1,"[(0.92, 0), (1.09, 0), (0.91, -10), (0.92, 5)]",False,img7,img1
582.927,583.786,2,1,"[(0.96, 10), (1.03, -10), (1.02, 0), (0.93, 5)]",False,img6,img1
585.353,586.048,2,0,"[(1.04, -10), (1.09, 10), (0.97, 10), (0.91, -10)]",True,img6,img5
587.287,588.123,4,1,"[(1.01, -5), (0.91, -5), (1.04, 10), (1.02, 0)]",False,img4,img5
589.679,590.35,1,1,"[(0.98, 0), (1.05, 5), (1.02, 0), (1.03, 5)]",True,img7,img6
590.895,591.559,5,0,"[(1.05, -10), (1.02, -5), (1.07, 0), (1.09, 0)]",False,img10,img6
593.477,594.186,5,3,"[(1.02, 5), (0.97, -10), (0.98, -5), (1.03, 10)]",True,img3,img4
594.733,595.35,2,1,"[(0.94, 10), (1.08, 0), (1.04, 0), (0.93, -10)]",True,img8,img7
595.912,596.556,5,3,"[(0.92, 0), (1.05, -5), (0.96, 5), (1.07, 10)]",True,img7,img5
597.686,598.264,1,1,"[(0.96, 10), (0.99, -10), (1.08, 0), (1.08, 0)]",True,img8,img5
598.948,599.562,2,0,"[(0.96, 5), (1.02, -10), (0.92, 5), (0.98, 5)]",True,img9,img10
600.1,600.772,5,2,"[(1.06, -5), (1.08, 5), (0.95, -10), (1.0, 10)]",True,img3,img7
601.349,602.193,2,3,"[(1.03, -5), (0.97, 10), (0.92, 10), (1.04, 10)]",False,img7,img6
605.149,605.814,2,1,"[(1.06, 10), (0.9, -5), (1.08, -10), (0.98, -10)]",True,img5,img7
606.372,607.013,1,0,"[(0.98, 10), (1.03, -5), (0.99, 10), (0.92, 0)]",False,img1,img7
608.564,609.233,5,3,"[(0.92, -10), (1.06, 5), (0.93, 5), (1.02, -10)]",True,img5,img9
609.931,610.554,2,2,"[(1.07, -5), (1.07, 5), (0.98, 0), (1.07, 0)]",True,img8,img10
611.107,611.626,5,1,"[(0.92, 5), (1.03, 0), (1.08, -5), (1.09, 5)]",True,img7,img2
612.19,612.691,2,1,"[(0.9, 0), (0.96, -10), (0.92, -10), (0.93, 5)]",True,img3,img10
613.231,613.871,2,3,"[(0.98, -5), (0.96, -10), (1.01, -5), (1.09, 10)]",True,img8,img9
614.466,615.234,1,0,"[(1.04, 10), (0.99, -10), (0.97, 5), (1.06, -5)]",True,img3,img1
615.798,616.398,5,0,"[(0.92, 0), (0.93, 5), (1.03, -10), (1.09, -5)]",True,img5,img8
616.942,617.518,2,2,"[(0.99, -5), (1.01, -5), (0.99, -5), (1.05, -5)]",True,img2,img1
619.295,619.863,2,2,"[(1.05, 5), (0.93, -5), (0.98, -5), (0.99, 0)]",True,img4,img10
620.428,620.985,5,1,"[(1.08, 0), (1.0, -5), (0.97, 0), (0.91, 0)]",True,img8,img6
621.559,622.046,2,2,"[(0.99, -10), (1.05, 10), (1.05, -10), (1.04, -10)]",True,img3,img6
622.595,623.283,4,1,"[(1.08, 10), (1.0, -5), (1.05, 5), (0.94, 5)]",True,img6,img3
623.831,624.463,2,0,"[(0.94, 0), (0.97, -5), (1.0, 10), (0.95, 5)]",False,img3,img7
626.035,626.63,1,1,"[(1.03, 0), (0.97, -10), (0.98, -10), (1.07, 0)]",True,img5,img4
627.179,628.04,1,2,"[(1.08, -10), (0.91, 5), (1.07, 10), (1.05, 10)]",True,img9,img3
628.624,629.328,2,3,"[(0.97, -5), (1.05, -10), (0.93, -5), (1.05, 5)]",True,img4,img2
629.871,630.39,1,1,"[(1.01, -5), (1.07, -5), (0.97, -10), (0.95, 5)]",True,img1,img10
630.935,631.443,5,1,"[(0.93, 5), (1.04, 0), (1.09, 10), (1.08, 5)]",False,img1,img4
633.019,633.555,2,1,"[(1.05, 0), (0.97, -5), (1.08, -10), (1.09, 10)]",True,img3,img1
634.12,635.095,1,1,"[(1.04, 10), (1.02, 0), (1.06, -10), (1.03, 10)]",False,img2,img9
636.656,637.255,2,0,"[(0.94, 5), (1.07, -10), (0.92, -5), (1.03, -10)]",True,img7,img10
637.798,638.252,5,1,"[(0.92, -10), (1.0, 5), (0.98, 5), (0.91, -10)]",True,img1,img8
640.072,640.948,1,0,"[(1.04, -10), (1.09, -5), (1.08, 10), (1.0, -10)]",True,img2,img10
641.494,642.467,2,1,"[(1.02, 5), (1.08, -10), (0.95, 10), (1.06, 10)]",False,img10,img4
644.044,644.722,2,3,"[(1.06, 10), (1.07, -5), (1.0, -5), (1.02, 0)]",True,img8,img1
645.277,645.986,1,0,"[(0.98, -10), (1.01, 0), (0.92, -10), (0.97, 5)]",False,img1,img3
647.535,648.504,1,1,"[(1.01, 10), (1.08, -10), (0.96, -5), (0.96, -5)]",True,img1,img9
649.041,649.696,5,1,"[(1.01, 0), (1.02, -10), (0.94, -5), (1.08, -10)]",False,img8,img2
651.27,651.837,5,1,"[(0.93, -5), (0.9, 10), (0.94, 0), (0.9, -5)]",True,img1,img3
652.4,653.45,4,2,"[(0.96, 0), (0.96, 0), (1.06, 5), (1.08, 5)]",True,img10,img9
654.003,654.614,4,1,"[(0.97, 10), (0.95, 0), (1.02, -5), (0.9, -10)]",True,img1,img5
655.17,655.897,1,3,"[(0.94, -10), (0.95, 5), (0.97, 10), (0.98, 10)]",True,img8,img2
656.474,657.016,1,1,"[(0.95, 10), (1.06, -5), (1.01, -10), (0.97, 10)]",True,img1,img2
657.565,658.123,4,0,"[(0.95, 10), (0.93, 0), (0.96, 0), (1.0, -5)]",True,img8,img6
658.685,659.334,4,2,"[(1.0, 0), (0.93, 5), (1.09, -5), (1.02, 0)]",True,img4,img3
659.888,660.686,2,1,"[(1.1, 10), (1.06, -10), (1.02, 5), (0.91, -10)]",True,img2,img9
661.255,661.946,4,2,"[(0.91, -5), (1.08, -10), (0.96, 0), (0.98, 5)]",True,img2,img9
662.515,663.097,4,3,"[(1.08, -10), (1.06, 5), (1.05, -10), (1.06, 0)]",True,img6,img9
664.808,665.414,5,1,"[(0.95, -10), (1.05, 10), (1.05, -5), (0.93, -5)]",True,img6,img8
665.98,666.835,4,3,"[(0.93, 10), (1.05, 5), (1.04, 5), (1.04, -10)]",True,img2,img1
667.374,668.053,5,2,"[(1.08, 5), (1.06, 5), (0.93, -5), (1.0, -5)]",True,img5,img2
668.62,669.37,2,3,"[(1.05, -10), (0.9, -5), (1.07, 10), (1.05, -10)]",False,img3,img4
670.946,671.757,2,2,"[(1.07, 5), (0.93, 10), (1.1, -5), (0.9, 0)]",True,img8,img3
672.312,672.94,5,0,"[(0.95, -5), (1.05, 0), (1.04, -10), (1.08, 10)]",True,img4,img9
673.529,674.239,4,2,"[(1.07, 10), (1.09, 5), (1.05, 10), (0.94, -10)]",False,img3,img2
675.803,676.644,2,0,"[(0.92, -5), (0.94, 0), (1.04, 5), (1.0, -5)]",True,img9,img5
677.206,678.141,1,2,"[(0.92, 10), (0.94, -10), (1.02, -5), (0.91, -5)]",True,img3,img2
678.723,679.271,4,0,"[(1.05, -5), (0.95, 5), (0.97, 0), (0.96, 5)]",False,img1,img7
680.822,682.024,1,3,"[(1.03, 10), (1.06, -10), (1.09, -10), (0.91, 10)]",True,img1,img3
682.566,683.238,2,0,"[(1.07, 0), (1.09, 10), (1.07, 0), (0.92, 10)]",True,img8,img10
684.217,684.742,2,0,"[(1.02, -10), (1.08, -5), (0.98, 5), (0.96, 0)]",True,img4,img1
685.296,686.346,2,1,"[(1.04, -10), (0.9, 5), (0.95, 10), (0.99, -10)]",False,img8,img3
687.933,688.541,5,2,"[(1.09, -10), (0.99, 10), (1.1, 10), (0.95, -10)]",True,img10,img1
689.105,689.653,2,0,"[(1.05, 0), (0.92, 10), (0.95, -10), (1.09, 0)]",True,img4,img10
690.194,690.877,2,0,"[(0.97, -10), (1.09, 10), (0.95, 0), (1.06, 0)]",False,img9,img5
692.446,693.104,4,0,"[(1.0, 5), (0.93, 5), (0.93, 0), (1.05, -10)]",True,img9,img3
693.66,694.258,4,0,"[(0.93, 5), (1.06, 10), (1.0, 5), (0.96, 0)]",False,img9,img7
695.801,696.648,1,3,"[(0.94, 10), (1.07, 10), (0.94, 0), (1.09, 5)]",True,img5,img4
697.205,697.96,4,1,"[(1.0, -10), (1.08, -5), (0.95, -10), (1.06, 5)]",True,img3,img7
698.516,699.218,1,2,"[(1.03, 5), (0.92, 10), (1.08, 10), (1.01, 5)]",True,img3,img4
699.795,700.342,1,1,"[(1.02, -5), (0.97, 5), (0.91, -5), (1.09, -5)]",True,img7,img6
703.172,703.745,5,3,"[(1.03, -10), (0.97, 0), (1.06, 0), (1.05, -10)]",True,img3,img6
704.293,704.813,1,1,"[(1.1, 5), (0.98, 10), (1.05, 0), (0.94, -5)]",True,img4,img2
705.979,706.537,2,0,"[(0.98, 0), (1.03, -10), (1.04, 5), (0.91, -10)]",True,img3,img4
707.272,707.914,4,0,"[(0.97, 0), (1.1, 5), (1.1, 10), (0.91, -10)]",True,img5,img8
708.466,708.983,2,1,"[(1.03, -10), (0.96, 0), (1.05, 10), (0.98, 0)]",False,img7,img8
711.007,711.54,5,0,"[(1.01, -10), (1.05, -5), (0.92, -5), (1.07, -5)]",True,img9,img2
712.115,712.776,1,0,"[(1.1, 10), (0.93, -10), (1.06, 0), (1.0, -5)]",True,img6,img4
713.494,713.946,5,0,"[(1.0, 10), (1.0, -10), (0.94, -10), (1.05, 5)]",True,img2,img5
716.235,716.732,5,0,"[(0.96, 0), (0.98, 10), (0.91, 5), (0.99, 5)]",False,img5,img4
718.308,719.101,1,0,"[(1.04, 5), (1.02, -10), (0.93, 0), (1.06, -10)]",True,img1,img4
719.657,720.17,4,0,"[(0.96, 0), (0.99, 10), (0.98, 10), (0.91, 0)]",False,img2,img6
721.734,722.324,5,3,"[(1.08, 10), (0.96, 10), (1.05, -10), (0.99, 5)]",True,img10,img2
723.403,724.221,2,2,"[(1.04, 10), (0.91, 10), (1.1, -5), (0.95, 10)]",True,img2,img6
724.807,725.7,1,2,"[(1.02, 5), (0.94, -10), (0.95, 5), (1.09, -5)]",True,img1,img10
726.257,727.123,5,2,"[(1.01, -5), (0.99, -5), (0.94, -5), (1.06, -5)]",True,img2,img3
727.707,728.479,4,3,"[(0.99, 0), (0.97, 5), (0.95, 10), (0.94, 10)]",True,img3,img6
729.033,729.7,5,0,"[(1.08, 5), (1.04, -10), (1.06, 5), (0.98, -10)]",True,img2,img10
731.759,732.376,1,1,"[(1.03, -5), (0.93, -10), (0.92, -10), (0.96, -5)]",True,img3,img7
733.042,733.642,5,2,"[(1.04, 10), (1.06, 0), (0.92, 5), (0.94, 0)]",True,img10,img6
734.188,734.854,2,3,"[(1.04, -5), (0.97, 0), (0.96, -5), (1.01, -10)]",True,img4,img6
735.417,735.996,4,0,"[(0.98, 5), (0.96, -10), (1.04, 5), (1.04, 0)]",True,img2,img1
736.808,737.388,4,0,"[(1.0, 10), (1.09, 5), (1.06, 5), (1.09, 10)]",False,img5,img2
738.95,739.554,4,1,"[(1.09, 0), (0.99, 5), (0.99, -5), (1.05, -5)]",True,img8,img3
740.123,740.747,1,2,"[(1.1, -10), (1.0, 5), (0.96, 10), (0.95, 10)]",True,img10,img4
741.301,741.922,4,2,"[(1.06, 10), (0.91, 5), (0.91, 5), (0.92, 5)]",True,img9,img6
742.467,743.041,2,0,"[(1.01, 10), (0.91, -10), (0.99, -5), (0.91, 10)]",True,img6,img1
743.605,744.146,1,0,"[(0.95, 10), (0.99, -10), (1.03, 0), (0.98, -10)]",False,img5,img8
745.698,746.417,5,3,"[(1.01, -10), (1.03, 0), (1.06, 10), (1.04, 5)]",True,img2,img4
746.989,747.655,2,2,"[(1.07, 5), (0.99, 10), (1.02, 0), (1.06, 5)]",True,img6,img10
748.643,749.433,2,2,"[(1.0, -5), (1.04, 5), (1.07, 10), (0.97, 5)]",True,img5,img2
751.385,752.195,2,2,"[(1.05, 0), (0.92, 10), (1.06, 5), (1.05, 10)]",False,img8,img9
753.749,754.51,2,3,"[(1.09, 10), (1.1, 0), (0.98, 10), (0.91, -10)]",True,img3,img7
756.622,757.322,1,0,"[(0.93, 10), (1.02, 10), (1.04, 5), (1.02, 10)]",True,img8,img5
757.866,758.492,5,3,"[(1.03, -5), (1.06, -5), (0.95, 0), (0.96, -5)]",True,img2,img9
759.073,759.58,5,0,"[(1.08, 0), (1.04, 10), (0.98, 0), (1.03, 0)]",False,img1,img2
761.145,761.789,5,2,"[(1.09, -5), (1.04, -10), (0.92, 0), (0.99, 10)]",True,img3,img9
762.368,762.956,5,0,"[(0.93, -10), (0.96, -10), (1.08, -10), (1.02, 10)]",False,img5,img8
764.946,765.563,4,1,"[(0.96, -5), (0.99, 10), (0.92, 5), (0.94, 10)]",False,img6,img4
767.144,767.894,4,0,"[(1.03, -5), (1.03, -10), (0.91, 10), (1.09, -5)]",False,img5,img3
769.471,770.061,5,1,"[(0.96, -5), (0.93, 10), (0.99, -10), (1.07, -5)]",True,img3,img7
770.616,771.373,2,3,"[(1.0, 10), (0.96, 0), (1.05, 10), (0.95, -10)]",True,img6,img3
771.936,772.544,1,0,"[(0.9, 10), (1.06, 10), (0.96, 5), (1.06, 0)]",True,img4,img8
773.112,774.045,4,3,"[(0.98, -5), (0.94, 10), (0.9, 5), (1.09, 0)]",True,img1,img10
774.614,775.518,2,3,"[(0.98, -10), (0.98, 10), (0.94, 10), (1.07, -10)]",True,img2,img1
776.09,776.792,2,2,"[(1.02, -10), (1.02, -5), (0.93, -5), (1.02, -10)]",True,img1,img4
777.359,777.983,4,0,"[(1.06, 5), (0.97, -5), (1.0, -5), (0.94, 5)]",True,img4,img10
778.54,779.23,2,3,"[(0.95, 0), (1.01, 0), (0.94, 0), (0.94, -10)]",True,img6,img9
779.793,780.751,5,3,"[(0.92, 5), (0.96, -5), (1.02, -10), (0.98, -10)]",True,img5,img3
781.306,781.923,1,0,"[(0.94, 0), (1.07, -10), (1.07, 5), (1.01, 5)]",True,img2,img1
782.497,783.228,1,3,"[(0.91, -10), (1.01, 5), (1.03, -10), (1.05, -5)]",False,img7,img4
784.814,785.706,2,3,"[(0.91, 5), (0.99, 5), (0.99, -5), (1.01, -5)]",False,img7,img4
787.267,788.151,4,0,"[(1.08, 5), (1.08, -5), (0.92, 10), (0.95, 5)]",True,img10,img1
788.722,789.234,2,0,"[(1.05, -5), (0.99, 5), (1.03, -5), (0.93, 0)]",True,img5,img1
789.829,790.547,4,1,"[(1.09, 5), (0.99, 0), (1.03, 0), (1.01, 0)]",True,img4,img1
791.188,791.725,4,0,"[(0.95, -5), (0.95, 10), (0.98, -5), (1.03, 5)]",False,img9,img2
793.278,794.013,4,3,"[(0.98, -5), (1.03, -10), (1.02, 5), (1.0, 10)]",True,img3,img8
794.573,795.595,4,3,"[(1.06, 5), (0.94, -10), (0.92, 0), (1.09, 0)]",False,img7,img1
797.167,797.87,2,3,"[(1.01, 5), (1.06, -10), (0.94, 5), (0.95, -10)]",True,img1,img3
798.421,799.025,5,1,"[(1.02, 10), (0.92, 10), (0.98, 5), (0.9, 5)]",True,img3,img4
799.952,800.62,2,2,"[(1.03, -10), (1.08, 0), (1.09, 5), (1.05, 5)]",True,img1,img6
801.168,802.523,2,0,"[(1.01, -5), (1.09, 0), (1.03, 5), (1.04, 5)]",True,img8,img5
803.071,803.732,4,1,"[(0.92, 0), (0.94, -5), (1.03, -5), (0.95, 5)]",False,img5,img1
805.297,805.986,4,2,"[(1.06, -5), (0.98, 0), (1.08, 10), (0.97, -10)]",True,img8,img10
806.569,807.229,4,1,"[(1.08, -5), (0.95, 5), (0.95, -10), (1.09, 10)]",True,img1,img2
807.784,808.468,2,2,"[(1.05, 0), (1.09, 5), (1.04, 0), (1.01, 5)]",True,img1,img5
809.016,809.508,1,1,"[(1.03, -5), (1.09, 5), (0.91, -5), (1.05, 10)]",True,img6,img8
811.742,812.417,4,1,"[(1.04, -10), (1.03, -10), (0.97, 10), (0.9, -10)]",True,img3,img4
812.996,813.66,4,0,"[(0.91, -10), (1.01, 10), (1.06, -10), (1.07, -5)]",False,img1,img3
815.208,815.859,1,1,"[(1.0, 10), (0.95, -5), (1.05, -10), (1.04, -5)]",False,img5,img1
817.435,818.058,1,1,"[(0.95, -5), (1.1, 5), (0.93, -5), (0.99, -5)]",False,img6,img10
819.611,820.263,2,2,"[(1.07, 0), (0.95, -10), (1.0, -10), (1.09, -5)]",True,img10,img1
820.827,821.71,4,3,"[(0.98, 10), (1.02, 5), (1.09, -10), (0.9, -5)]",False,img9,img4
823.286,824.297,1,1,"[(1.09, 5), (0.96, 10), (1.01, -10), (1.04, -10)]",False,img8,img10
827.071,827.923,1,2,"[(1.04, 0), (1.05, -10), (0.95, -10), (0.94, -5)]",True,img3,img1
828.474,829.5,2,0,"[(1.02, 5), (0.91, -10), (1.06, 5), (0.98, 5)]",True,img7,img1
831.8,832.416,1,1,"[(0.96, 5), (0.99, 0), (0.95, 10), (0.99, -10)]",True,img4,img7
832.996,833.63,5,3,"[(1.09, 0), (1.09, -5), (1.07, 5), (1.08, -10)]",True,img4,img3
834.195,835.179,2,0,"[(0.99, 10), (0.97, -5), (1.03, 10), (0.96, 10)]",True,img1,img7
835.733,836.705,1,0,"[(1.0, -10), (1.09, -5), (1.0, 10), (1.04, 10)]",False,img7,img3
838.268,839.324,2,2,"[(0.96, 0), (0.95, -5), (0.99, 5), (0.92, 0)]",True,img9,img3
841.268,841.826,5,3,"[(0.98, 0), (1.03, 5), (0.95, 10), (0.91, 10)]",True,img1,img10
842.383,842.969,5,1,"[(1.0, 10), (0.9, 10), (1.01, -10), (0.91, 5)]",True,img3,img8
843.522,844.206,4,2,"[(0.96, 10), (1.04, 10), (1.04, 5), (1.1, 5)]",True,img6,img1
844.765,845.566,1,3,"[(1.04, 0), (0.92, 5), (0.96, -10), (1.03, -5)]",True,img9,img8
846.124,846.7,4,3,"[(1.02, 5), (1.04, 5), (1.0, -5), (1.09, 0)]",True,img2,img10
847.263,847.854,2,1,"[(1.02, 10), (0.93, 0), (0.96, 0), (0.99, 0)]",True,img8,img7
848.568,849.707,4,3,"[(0.93, 0), (0.93, -10), (1.05, -5), (1.06, 0)]",False,img8,img2
851.273,851.838,2,0,"[(0.98, -5), (1.06, -10), (1.06, -5), (1.1, 0)]",True,img9,img6
852.387,852.927,4,1,"[(1.08, -10), (1.06, 10), (0.97, 5), (1.06, -5)]",True,img5,img10
853.761,854.756,2,0,"[(0.91, 10), (1.0, -10), (0.99, 0), (1.0, 10)]",False,img7,img3
856.34,856.924,5,0,"[(1.04, -5), (0.93, 0), (0.98, -5), (1.06, 0)]",True,img7,img3
857.481,858.354,4,0,"[(1.01, -5), (1.09, -5), (0.9, 0), (0.91, -5)]",False,img6,img5
859.917,860.556,5,3,"[(1.02, 10), (0.93, 10), (1.0, 10), (0.99, 0)]",True,img10,img5
862.41,862.896,2,3,"[(0.98, -5), (1.04, -10), (0.95, 0), (1.01, 0)]",True,img3,img9
863.44,864.227,4,3,"[(1.03, 5), (1.06, 0), (0.99, -10), (1.09, -5)]",True,img1,img4
864.979,865.596,2,3,"[(1.07, -10), (1.01, 0), (0.99, 10), (0.97, -10)]",True,img8,img6
866.159,866.827,5,2,"[(1.06, 0), (0.99, -5), (1.05, -5), (1.06, -10)]",True,img9,img6
867.414,868.108,2,2,"[(1.09, -10), (1.06, 0), (0.91, 10), (1.01, 0)]",True,img7,img2
868.664,870.193,4,0,"[(0.92, 10), (1.06, 10), (0.92, -5), (1.06, -10)]",False,img2,img5
871.759,872.853,1,0,"[(1.04, 10), (1.02, -10), (1.06, 10), (1.0, 5)]",True,img4,img6
873.929,874.597,5,3,"[(1.06, -5), (0.91, -5), (1.03, 0), (1.0, 0)]",True,img6,img1
875.152,875.702,5,1,"[(0.97, -10), (0.99, 0), (1.08, 10), (1.04, 5)]",True,img7,img9
876.266,876.978,1,1,"[(0.98, -10), (0.96, 0), (0.99, 0), (1.1, -5)]",False,img10,img5
878.548,879.268,4,0,"[(0.99, 10), (0.94, -5), (0.96, -10), (0.92, 10)]",True,img2,img4
879.834,880.437,1,1,"[(1.07, 10), (0.99, 10), (0.99, 0), (0.96, 10)]",True,img6,img9
882.763,883.323,5,1,"[(1.09, 0), (0.96, 5), (1.06, -10), (1.0, 10)]",True,img7,img4
883.873,884.495,5,2,"[(0.94, 10), (0.96, 0), (0.95, -5), (1.06, 5)]",True,img1,img7
885.052,885.556,1,1,"[(0.91, -10), (1.03, 0), (1.0, 0), (1.06, 0)]",True,img5,img10
886.127,886.918,2,2,"[(1.06, -5), (1.05, -5), (0.93, -5), (1.02, -10)]",True,img6,img8
887.474,888.092,5,0,"[(0.97, -10), (1.01, 5), (1.03, -10), (0.96, -10)]",True,img4,img10
888.654,889.63,5,1,"[(1.06, -5), (1.04, -10), (0.96, -5), (1.08, -10)]",True,img5,img7
890.172,890.943,2,2,"[(1.08, -10), (1.04, 10), (0.99, 5), (1.03, -10)]",True,img10,img7
891.503,892.162,1,0,"[(1.07, 5), (1.04, 5), (1.0, 5), (1.06, 5)]",False,img8,img6
894.015,894.62,4,2,"[(1.1, 10), (1.0, -10), (1.01, 10), (0.97, 5)]",True,img5,img4
895.179,895.732,1,0,"[(0.94, 0), (1.01, 5), (0.91, -10), (0.99, 0)]",True,img9,img1
896.295,897.186,5,1,"[(1.08, 5), (0.97, 5), (1.04, -10), (0.93, -5)]",True,img6,img2
898.171,898.865,1,0,"[(0.92, 0), (1.04, 0), (1.08, 5), (1.05, -10)]",False,img4,img3
900.434,901.168,2,0,"[(1.04, -5), (1.03, 10), (0.94, 0), (1.02, -10)]",True,img4,img5
901.74,902.516,1,2,"[(0.92, -10), (0.95, 10), (1.05, 10), (0.97, 10)]",True,img1,img6
903.074,904.303,5,1,"[(0.98, 10), (1.07, 5), (1.07, 5), (1.04, -5)]",True,img5,img2
904.865,905.727,4,0,"[(1.07, -5), (0.99, -10), (1.05, -5), (1.07, 0)]",False,img9,img5
907.309,907.809,4,0,"[(1.01, -5), (1.02, 10), (1.01, -5), (0.98, 5)]",False,img4,img9
909.379,910.082,1,0,"[(0.96, -10), (1.07, -5), (1.09, 0), (1.0, -10)]",True,img2,img7
911.098,911.576,5,1,"[(1.04, 5), (1.08, 0), (1.03, -10), (1.07, -10)]",True,img8,img2
